V1, Vout
0.0,0.001
0.0395,0.002
0.079,0.002
0.119,0.002
0.1585,0.002
0.198,0.002
0.2375,0.002
0.277,0.002
0.3165,0.002
0.3565,0.002
0.396,0.002
0.4355,0.002
0.475,0.002
0.5145,0.002
0.5545,0.002
0.594,0.002
0.6335,0.002
0.673,0.002
0.7125,0.002
0.752,0.002
0.792,0.002
0.8315,0.002
0.871,0.002
0.9105,0.002
0.95,0.002
0.99,0.002
1.0295,0.002
1.069,0.002
1.1085,0.002
1.148,0.002
1.188,0.002
1.2275,0.002
1.267,0.002
1.3065,0.002
1.346,0.002
1.3855,0.002
1.4255,0.002
1.465,0.002
1.5045,0.002
1.544,0.002
1.5835,0.002
1.6235,0.002
1.663,0.002
1.7025,0.002
1.742,0.002
1.7815,0.003
1.821,0.005
1.861,0.008
1.9005,0.016
1.94,0.031
1.95,0.038
1.951,0.038
1.952,0.039
1.953,0.04
1.954,0.041
1.955,0.041
1.956,0.042
1.957,0.043
1.958,0.044
1.959,0.045
1.96,0.046
1.961,0.047
1.962,0.048
1.963,0.049
1.964,0.05
1.965,0.052
1.966,0.053
1.967,0.054
1.968,0.055
1.969,0.057
1.97,0.058
1.971,0.06
1.972,0.061
1.973,0.063
1.974,0.065
1.9755,0.068
1.9765,0.069
1.9775,0.072
1.9785,0.074
1.9795,0.077
1.9805,0.08
1.9815,0.083
1.9825,0.086
1.9835,0.09
1.9845,0.094
1.9855,0.099
1.9865,0.105
1.9875,0.112
1.9885,0.121
1.9895,0.134
1.9905,0.153
1.9915,0.202
1.9925,0.351
1.9935,0.557
1.9945,0.8
1.9955,1.061
1.9965,1.329
1.9975,1.625
1.9985,1.916
1.9995,2.202
2.001,3.314
2.002,3.556
2.003,3.774
2.004,3.962
2.005,4.16
2.006,4.3
2.007,4.445
2.008,4.57
2.009,4.665
2.01,4.745
2.011,4.795
2.012,4.83
2.013,4.85
2.014,4.865
2.015,4.875
2.016,4.885
2.017,4.89
2.018,4.9
2.019,4.905
2.02,4.91
2.021,4.91
2.022,4.915
2.023,4.92
2.024,4.925
2.025,4.93
2.026,4.93
2.027,4.935
2.028,4.935
2.029,4.94
2.03,4.94
2.031,4.945
2.032,4.945
2.033,4.95
2.034,4.95
2.035,4.955
2.036,4.955
2.037,4.955
2.038,4.955
2.039,4.96
2.04,4.96
2.041,4.96
2.042,4.965
2.043,4.965
2.044,4.965
2.045,4.97
2.046,4.97
2.047,4.97
2.048,4.975
2.049,4.975
2.05,4.975
2.06,4.985
2.097,5.01
2.134,5.02
2.172,5.03
2.209,5.03
2.246,5.03
2.283,5.03
2.321,5.03
2.358,5.03
2.395,5.03
2.432,5.03
2.469,5.03
2.507,5.03
2.544,5.03
2.581,5.03
2.618,5.03
2.655,5.03
2.693,5.03
2.73,5.03
2.767,5.03
2.804,5.03
2.842,5.03
2.879,5.03
2.916,5.03
2.953,5.03
2.99,5.03
3.028,5.03
3.065,5.03
3.102,5.03
3.139,5.03
3.176,5.03
3.214,5.03
3.251,5.03
3.288,5.03
3.325,5.03
3.363,5.03
3.4,5.03
3.437,5.03
3.474,5.03
3.511,5.03
3.549,5.03
3.586,5.03
3.623,5.03
3.66,5.03
3.697,5.03
3.735,5.03
3.772,5.03
3.809,5.03
3.846,5.03
3.884,5.03
3.921,5.03
3.958,5.03
3.995,5.03
4.0325,5.03
4.07,5.03
4.1075,5.03
4.145,5.03
4.1825,5.03
4.2175,5.03
4.255,5.03
4.2925,5.03
4.33,5.03
4.3675,5.03
4.405,5.03
4.4425,5.03
4.48,5.03
4.515,5.03
4.5525,5.03
4.59,5.03
4.6275,5.03
4.665,5.03
4.7025,5.03
4.74,5.03
4.7775,5.03
4.815,5.03
4.85,5.03
4.8875,5.03
4.925,5.03
4.9625,5.03
5.0,5.03
