"Ix","Iz"
-1e-08,-5.55e-06
-1.07189131921e-08,-5.57e-06
-1.14895100019e-08,-5.59e-06
-1.23155060329e-08,-5.6e-06
-1.32008840083e-08,-5.62e-06
-1.41499129743e-08,-5.64e-06
-1.51671688847e-08,-5.66e-06
-1.62575566644e-08,-5.68e-06
-1.74263338601e-08,-5.7e-06
-1.86791359902e-08,-5.72e-06
-2.00220037182e-08,-5.74e-06
-2.14614119786e-08,-5.77e-06
-2.30043011977e-08,-5.79e-06
-2.46581107582e-08,-5.82e-06
-2.64308148697e-08,-5.85e-06
-2.83309610184e-08,-5.88e-06
-3.03677111804e-08,-5.91e-06
-3.25508859984e-08,-5.94e-06
-3.48910121341e-08,-5.98e-06
-3.73993730248e-08,-6.02e-06
-4.0088063289e-08,-6.06e-06
-4.29700470432e-08,-6.1e-06
-4.60592204115e-08,-6.15e-06
-4.93704785284e-08,-6.2e-06
-5.29197873596e-08,-6.25e-06
-5.67242606849e-08,-6.3e-06
-6.08022426165e-08,-6.36e-06
-6.51733960488e-08,-6.42e-06
-6.98587974679e-08,-6.49e-06
-7.48810385759e-08,-6.56e-06
-8.02643352226e-08,-6.63e-06
-8.60346441668e-08,-6.71e-06
-9.22197882333e-08,-6.79e-06
-9.88495904663e-08,-6.88e-06
-1.05956017928e-07,-6.97e-06
-1.13573335834e-07,-7.07e-06
-1.21738272774e-07,-7.17e-06
-1.30490197801e-07,-7.28e-06
-1.39871310265e-07,-7.39e-06
-1.49926843279e-07,-7.51e-06
-1.60705281826e-07,-7.64e-06
-1.7225859654e-07,-7.77e-06
-1.8464249429e-07,-7.91e-06
-1.97916686785e-07,-8.06e-06
-2.12145178491e-07,-8.25e-06
-2.27396575236e-07,-8.41e-06
-2.43744415012e-07,-8.58e-06
-2.61267522556e-07,-8.76e-06
-2.80050389418e-07,-8.95e-06
-3.00183581358e-07,-9.14e-06
-3.21764175025e-07,-9.35e-06
-3.44896226041e-07,-9.57e-06
-3.6969127072e-07,-9.79e-06
-3.9626886387e-07,-1.003e-05
-4.24757155254e-07,-1.028e-05
-4.55293507487e-07,-1.054e-05
-4.88025158365e-07,-1.081e-05
-5.23109930806e-07,-1.11e-05
-5.60716993821e-07,-1.139e-05
-6.01027678207e-07,-1.17e-05
-6.44236350872e-07,-1.202e-05
-6.90551352016e-07,-1.235e-05
-7.40195999692e-07,-1.27e-05
-7.9340966658e-07,-1.307e-05
-8.5044893418e-07,-1.345e-05
-9.11588829975e-07,-1.384e-05
-9.77124153535e-07,-1.425e-05
-1.04737089796e-06,-1.468e-05
-1.12266777351e-06,-1.512e-05
-1.20337784078e-06,-1.559e-05
-1.28989026125e-06,-1.607e-05
-1.38262217376e-06,-1.656e-05
-1.4820207058e-06,-1.708e-05
-1.58856512943e-06,-1.761e-05
-1.70276917223e-06,-1.816e-05
-1.82518349432e-06,-1.874e-05
-1.95639834352e-06,-1.933e-05
-2.09704640132e-06,-2.04e-05
-2.24780583355e-06,-2.1e-05
-2.40940356024e-06,-2.17e-05
-2.58261876068e-06,-2.24e-05
-2.76828663039e-06,-2.31e-05
-2.96730240819e-06,-2.38e-05
-3.18062569279e-06,-2.46e-05
-3.40928506975e-06,-2.54e-05
-3.65438307096e-06,-2.63e-05
-3.91710149081e-06,-2.71e-05
-4.19870708444e-06,-2.8e-05
-4.5005576757e-06,-2.9e-05
-4.82410870417e-06,-3e-05
-5.1709202429e-06,-3.1e-05
-5.54266452066e-06,-3.2e-05
-5.94113398497e-06,-3.31e-05
-6.36824994472e-06,-3.43e-05
-6.82607183427e-06,-3.54e-05
-7.31680714343e-06,-3.66e-05
-7.84282206134e-06,-3.79e-05
-8.40665288562e-06,-3.92e-05
-9.01101825167e-06,-4.05e-05
-9.65883224116e-06,-4.2e-05
-1.0353218433e-05,-4.34e-05
-1.10975249641e-05,-4.49e-05
-1.18953406737e-05,-4.65e-05
-1.27505124071e-05,-4.81e-05
-1.36671635646e-05,-4.97e-05
-1.46497139831e-05,-5.15e-05
-1.57029012473e-05,-5.33e-05
-1.68318035333e-05,-5.51e-05
-1.80418640939e-05,-5.71e-05
-1.93389175046e-05,-5.9e-05
-2.0729217796e-05,-6.13e-05
-2.22194686094e-05,-6.33e-05
-2.38168555198e-05,-6.56e-05
-2.55290806824e-05,-6.79e-05
-2.73643999707e-05,-7.01e-05
-2.93316627839e-05,-7.26e-05
-3.14403547159e-05,-7.51e-05
-3.37006432927e-05,-7.77e-05
-3.61234269971e-05,-8.04e-05
-3.87203878181e-05,-8.32e-05
-4.15040475785e-05,-8.61e-05
-4.44878283113e-05,-8.9e-05
-4.76861169771e-05,-9.22e-05
-5.11143348344e-05,-9.54e-05
-5.47890117959e-05,-9.87e-05
-5.87278661319e-05,-0.0001021
-6.29498899022e-05,-0.0001057
-6.74754405311e-05,-0.0001094
-7.23263389648e-05,-0.0001132
-7.75259748863e-05,-0.0001172
-8.30994194935e-05,-0.0001212
-8.90735463861e-05,-0.0001254
-9.54771611421e-05,-0.0001298
-0.000102341140211,-0.0001344
-0.000109698579789,-0.000139
-0.000117584955405,-0.0001439
-0.000126038292968,-0.0001489
-0.00013509935212,-0.000154
-0.000144811822767,-0.0001593
-0.000155222535743,-0.0001649
-0.000166381688608,-0.0001706
-0.000178343087693,-0.0001765
-0.000191164407539,-0.0001825
-0.000204907468982,-0.0001901
-0.000219638537242,-0.0001965
-0.000235428641432,-0.000205
-0.000252353917043,-0.000211
-0.000270495973046,-0.000219
-0.000289942285388,-0.000226
-0.000310786618778,-0.000234
-0.000333129478793,-0.000242
-0.00035707859649,-0.00025
-0.000382749447852,-0.000259
-0.000410265810583,-0.000269
-0.00043976036093,-0.000278
-0.000471375313412,-0.000288
-0.000505263106534,-0.000298
-0.000541587137808,-0.000308
-0.000580522551609,-0.000319
-0.000622257083673,-0.00033
-0.000666991966303,-0.000342
-0.00071494289866,-0.000354
-0.000766341086801,-0.000366
-0.000821434358492,-0.000379
-0.000880488358164,-0.000392
-0.000943787827778,-0.000406
-0.00101163797977,-0.00042
-0.00108436596869,-0.000435
-0.00116232246868,-0.00045
-0.0012458833643,-0.000466
-0.00133545156293,-0.000482
-0.00143145893752,-0.000499
-0.00153436840893,-0.000517
-0.00164467617799,-0.000535
-0.0017629141181,-0.000554
-0.00188965233969,-0.000572
-0.00202550193923,-0.000596
-0.00217111794569,-0.000617
-0.00232720247896,-0.000638
-0.00249450813523,-0.00066
-0.00267384161584,-0.000683
-0.00286606761695,-0.000706
-0.00307211299886,-0.00073
-0.0032929712551,-0.000756
-0.00352970730273,-0.000781
-0.00378346261713,-0.000808
-0.00405546073584,-0.000836
-0.00434701315813,-0.000864
-0.00465952566866,-0.000894
-0.00499450511586,-0.000925
-0.00535356667741,-0.000955
-0.0057384416483,-0.000987
-0.00615098578858,-0.001019
-0.00659318827133,-0.00105
-0.00706718127393,-0.001081
-0.00757525025877,-0.001113
-0.00811984499318,-0.001144
-0.00870359136149,-0.001176
-0.00932930402628,-0.001209
-0.01,-0.001243
