#Title,Digilent WaveForms Oscilloscope Data
#Device Name,Analog Discovery
#Serial Number,SN:210244516796
#Software Version,2.7.5
Time (s),C1 (V),C2 (V)
-1.99342035398231E-05,1.48624052907802,1.49309394391093
-1.93042035398234E-05,1.48624052907802,1.49309394391093
-1.86742035398232E-05,1.48624052907802,1.49309394391093
-1.80442035398231E-05,1.48624052907802,1.49309394391093
-1.74142035398229E-05,1.48977717910803,1.49309394391093
-1.67842035398232E-05,1.48977717910803,1.48953921525851
-1.61542035398234E-05,1.48624052907802,1.48598448660609
-1.55242035398229E-05,1.48977717910803,1.48953921525851
-1.48942035398231E-05,1.48977717910803,1.48953921525851
-1.42642035398234E-05,1.48624052907802,1.48598448660609
-1.36342035398232E-05,1.48977717910803,1.48242975795367
-1.30042035398231E-05,1.48270387904801,1.48953921525851
-1.23742035398229E-05,1.48270387904801,1.48953921525851
-1.17442035398232E-05,1.48977717910803,1.48953921525851
-1.11142035398235E-05,1.48624052907802,1.48953921525851
-1.04842035398229E-05,1.48977717910803,1.49309394391093
-9.85420353982313E-06,1.48977717910803,1.49309394391093
-9.22420353982297E-06,1.49331382913803,1.49309394391093
-8.59420353982324E-06,1.49331382913803,1.48953921525851
-7.96420353982308E-06,1.48977717910803,1.48953921525851
-7.33420353982292E-06,1.48624052907802,1.48953921525851
-6.70420353982319E-06,1.48624052907802,1.49664867256335
-6.07420353982303E-06,1.48624052907802,1.49309394391093
-5.44420353982287E-06,1.48977717910803,1.49309394391093
-4.81420353982314E-06,1.48977717910803,1.48953921525851
-4.18420353982298E-06,1.48624052907802,1.48953921525851
-3.55420353982325E-06,1.48977717910803,1.48598448660609
-2.92420353982309E-06,1.48977717910803,1.48953921525851
-2.29420353982292E-06,1.48624052907802,1.49664867256335
-1.6642035398232E-06,1.48624052907802,1.49309394391093
-1.03420353982303E-06,1.48270387904801,1.49309394391093
-4.04203539822873E-07,1.48624052907802,1.49309394391093
2.25796460176855E-07,2.28552343585946,1.50020340121577
8.55796460177017E-07,2.4729658874498,1.50731285852061
1.48579646017674E-06,2.47650253747981,1.51086758717303
2.11579646017691E-06,2.4729658874498,1.51442231582545
2.74579646017707E-06,2.47650253747981,1.51797704447787
3.3757964601768E-06,2.47650253747981,1.52508650178271
4.00579646017696E-06,2.47650253747981,1.52864123043513
4.63579646017712E-06,2.48003918750981,1.53575068773997
5.26579646017685E-06,2.48003918750981,1.53930541639239
5.89579646017701E-06,2.48003918750981,1.54641487369723
6.52579646017674E-06,2.48003918750981,1.54996960234965
7.1557964601769E-06,2.48003918750981,1.55707905965449
7.78579646017706E-06,2.47650253747981,1.55707905965449
8.41579646017679E-06,2.48357583753982,1.56063378830691
9.04579646017695E-06,2.48357583753982,1.56774324561175
9.67579646017711E-06,2.48711248756983,1.57485270291659
1.03057964601768E-05,2.48357583753982,1.57485270291659
1.0935796460177E-05,2.48357583753982,1.58196216022144
1.15657964601767E-05,2.48357583753982,1.58907161752628
1.21957964601769E-05,2.48357583753982,1.59618107483112
1.28257964601771E-05,2.48357583753982,1.60329053213596
1.34557964601768E-05,2.48003918750981,1.59973580348354
1.40857964601769E-05,2.48711248756983,1.60684526078838
1.47157964601771E-05,2.49418578762984,1.6103999894408
1.53457964601768E-05,2.48711248756983,1.61750944674564
1.5975796460177E-05,2.48711248756983,1.61395471809322
1.66057964601767E-05,2.48711248756983,1.62461890405048
1.72357964601769E-05,2.49064913759983,1.63172836135532
1.7865796460177E-05,2.49064913759983,1.63883781866016
1.84957964601768E-05,2.49064913759983,1.645947275965
1.91257964601769E-05,2.49064913759983,1.64950200461742
1.97557964601771E-05,2.49064913759983,1.65305673326984
2.03857964601768E-05,2.49064913759983,1.66016619057468
2.1015796460177E-05,2.49418578762984,1.6637209192271
2.16457964601767E-05,2.48711248756983,1.66727564787952
2.22757964601769E-05,2.48711248756983,1.67438510518436
2.2905796460177E-05,2.49064913759983,1.6814945624892
2.35357964601768E-05,2.49064913759983,1.68860401979404
2.41657964601769E-05,2.49064913759983,1.69215874844646
2.47957964601771E-05,2.49064913759983,1.69571347709888
2.54257964601768E-05,2.49418578762984,1.6992682057513
2.6055796460177E-05,2.49772243765985,1.70282293440372
2.66857964601767E-05,2.49418578762984,1.70637766305614
2.73157964601769E-05,2.49418578762984,1.71348712036098
2.7945796460177E-05,2.49418578762984,1.72059657766582
2.85757964601768E-05,2.49064913759983,1.72770603497066
2.92057964601769E-05,2.49064913759983,1.72415130631824
2.98357964601771E-05,2.49418578762984,1.73126076362309
