#Title,Digilent WaveForms Oscilloscope Data
#Device Name,Analog Discovery
#Serial Number,SN:210244516912
#Software Version,2.7.5
Time (s),C1 (V),C2 (V)
-0.00251937,1.89782764900738,1.90761805002378
-0.00251874,1.89782764900738,1.90727948218147
-0.00251811,1.89815995346084,1.90694091433916
-0.00251748,1.89782764900738,1.90761805002378
-0.00251685,1.89815995346084,1.90727948218147
-0.00251622,1.89782764900738,1.90660234649685
-0.00251559,1.89716304010046,1.90660234649685
-0.00251496,1.89782764900738,1.90694091433916
-0.00251433,1.89815995346084,1.90727948218147
-0.0025137,1.89815995346084,1.90694091433916
-0.00251307,1.89915686682122,1.90761805002378
-0.00251244,1.89882456236776,1.90761805002378
-0.00251181,1.89882456236776,1.90694091433916
-0.00251118,1.8984922579143,1.90660234649685
-0.00251055,1.8984922579143,1.90694091433916
-0.00250992,1.89815995346084,1.90694091433916
-0.00250929,1.89782764900738,1.90727948218147
-0.00250866,1.89782764900738,1.90694091433916
-0.00250803,1.89882456236776,1.90694091433916
-0.0025074,1.89782764900738,1.90694091433916
-0.00250677,1.89782764900738,1.90694091433916
-0.00250614,1.89815995346084,1.90694091433916
-0.00250551,1.89815995346084,1.90660234649685
-0.00250488,1.8984922579143,1.90626377865455
-0.00250425,1.89782764900738,1.90660234649685
-0.00250362,1.89782764900738,1.90694091433916
-0.00250299,1.89782764900738,1.90727948218147
-0.00250236,1.8984922579143,1.90694091433916
-0.00250173,1.89815995346084,1.90761805002378
-0.0025011,1.89815995346084,1.90727948218147
-0.00250047,1.8984922579143,1.90660234649685
-0.00249984,1.89782764900738,1.90694091433916
-0.00249921,1.89815995346084,1.90694091433916
-0.00249858,1.89782764900738,1.90761805002378
-0.00249795,1.89782764900738,1.90694091433916
-0.00249732,1.89815995346084,1.90727948218147
-0.00249669,1.89782764900738,1.90761805002378
-0.00249606,1.8984922579143,1.90727948218147
-0.00249543,1.89782764900738,1.90694091433916
-0.0024948,1.89749534455392,1.90694091433916
-0.00249417,1.89749534455392,1.90694091433916
-0.00249354,1.89782764900738,1.90660234649685
-0.00249291,1.89782764900738,1.90660234649685
-0.00249228,1.89815995346084,1.90694091433916
-0.00249165,1.89782764900738,1.90660234649685
-0.00249102,1.89716304010046,1.90626377865455
-0.00249039,1.89749534455392,1.90660234649685
-0.00248976,1.89815995346084,1.90660234649685
-0.00248913,1.89882456236776,1.90694091433916
-0.0024885,1.8984922579143,1.90694091433916
-0.00248787,1.89815995346084,1.90694091433916
-0.00248724,1.8984922579143,1.90660234649685
-0.00248661,1.89782764900738,1.90626377865455
-0.00248598,1.89749534455392,1.90660234649685
-0.00248535,1.89749534455392,1.90694091433916
-0.00248472,1.89882456236776,1.90660234649685
-0.00248409,1.8984922579143,1.90660234649685
-0.00248346,1.8984922579143,1.90694091433916
-0.00248283,1.8984922579143,1.90694091433916
-0.0024822,1.89815995346084,1.90694091433916
-0.00248157,1.89815995346084,1.90660234649685
-0.00248094,1.89782764900738,1.90694091433916
-0.00248031,1.89782764900738,1.90694091433916
-0.00247968,1.89815995346084,1.90727948218147
-0.00247905,1.8984922579143,1.90727948218147
-0.00247842,1.89782764900738,1.90727948218147
-0.00247779,1.89782764900738,1.90660234649685
-0.00247716,1.89782764900738,1.90660234649685
-0.00247653,1.89782764900738,1.90694091433916
-0.0024759,1.89815995346084,1.90660234649685
-0.00247527,1.89782764900738,1.90592521081224
-0.00247464,1.89782764900738,1.90626377865455
-0.00247401,1.89915686682122,1.90660234649685
-0.00247338,1.8984922579143,1.90694091433916
-0.00247275,1.89782764900738,1.90694091433916
-0.00247212,1.89782764900738,1.90694091433916
-0.00247149,1.89815995346084,1.90660234649685
-0.00247086,1.89782764900738,1.90626377865455
-0.00247023,1.89782764900738,1.90694091433916
-0.0024696,1.89782764900738,1.90727948218147
-0.00246897,1.8984922579143,1.90660234649685
-0.00246834,1.89882456236776,1.90660234649685
-0.00246771,1.8984922579143,1.90727948218147
-0.00246708,1.8984922579143,1.90727948218147
-0.00246645,1.89782764900738,1.90660234649685
-0.00246582,1.89815995346084,1.90694091433916
-0.00246519,1.89782764900738,1.90727948218147
-0.00246456,1.89782764900738,1.90694091433916
-0.00246393,1.89782764900738,1.90694091433916
-0.0024633,1.89882456236776,1.90727948218147
-0.00246267,1.8984922579143,1.90727948218147
-0.00246204,1.89882456236776,1.90660234649685
-0.00246141,1.89882456236776,1.90660234649685
-0.00246078,1.89815995346084,1.90660234649685
-0.00246015,1.89815995346084,1.90660234649685
-0.00245952,1.89815995346084,1.90660234649685
-0.00245889,1.8984922579143,1.90694091433916
-0.00245826,1.8984922579143,1.90694091433916
-0.00245763,1.8984922579143,1.90660234649685
-0.002457,1.89815995346084,1.90694091433916
-0.00245637,1.89749534455392,1.90694091433916
-0.00245574,1.89716304010046,1.90694091433916
-0.00245511,1.89815995346084,1.90660234649685
-0.00245448,1.89815995346084,1.90694091433916
-0.00245385,1.89815995346084,1.90761805002378
-0.00245322,1.8984922579143,1.90727948218147
-0.00245259,1.8984922579143,1.90727948218147
-0.00245196,1.8984922579143,1.90727948218147
-0.00245133,1.89815995346084,1.90727948218147
