#Title,Digilent WaveForms Oscilloscope Data
#Device Name,Analog Discovery
#Serial Number,SN:210244516796
#Software Version,2.7.5
Time (s),C1 (V),C2 (V)
-1.98119444444443E-05,-0.0168357336746943,0.291595659392889
-1.91819444444446E-05,-0.0168357336746943,0.295150388045309
-1.85519444444444E-05,-0.013299083644688,0.295150388045309
-1.79219444444443E-05,-0.0168357336746943,0.291595659392889
-1.72919444444441E-05,-0.020372383704701,0.295150388045309
-1.66619444444444E-05,-0.020372383704701,0.291595659392889
-1.60319444444446E-05,-0.0168357336746943,0.291595659392889
-1.5401944444444E-05,-0.0168357336746943,0.295150388045309
-1.47719444444443E-05,-0.013299083644688,0.298705116697729
-1.41419444444446E-05,-0.0168357336746943,0.288040930740469
-1.35119444444444E-05,-0.0168357336746943,0.288040930740469
-1.28819444444443E-05,-0.0168357336746943,0.284486202088049
-1.22519444444441E-05,-0.0168357336746943,0.284486202088049
-1.16219444444444E-05,-0.013299083644688,0.288040930740469
-1.09919444444447E-05,-0.0168357336746943,0.291595659392889
-1.03619444444441E-05,-0.020372383704701,0.298705116697729
-9.73194444444433E-06,-0.020372383704701,0.291595659392889
-9.10194444444417E-06,-0.020372383704701,0.284486202088049
-8.47194444444444E-06,-0.020372383704701,0.284486202088049
-7.84194444444428E-06,-0.013299083644688,0.288040930740469
-7.21194444444411E-06,-0.00976243361468176,0.288040930740469
-6.58194444444439E-06,-0.013299083644688,0.288040930740469
-5.95194444444423E-06,-0.020372383704701,0.288040930740469
-5.32194444444406E-06,-0.0168357336746943,0.291595659392889
-4.69194444444434E-06,-0.0168357336746943,0.291595659392889
-4.06194444444417E-06,-0.020372383704701,0.291595659392889
-3.43194444444445E-06,-0.020372383704701,0.288040930740469
-2.80194444444428E-06,-0.0239090337347072,0.284486202088049
-2.17194444444412E-06,-0.0168357336746943,0.284486202088049
-1.54194444444439E-06,-0.0168357336746943,0.288040930740469
-9.11944444444233E-07,-0.020372383704701,0.288040930740469
-2.81944444444071E-07,0.460612020376168,0.288040930740469
3.48055555555657E-07,3.89823584954238,0.320033488612251
9.78055555555819E-07,3.92299239975242,0.337807131874352
1.60805555555555E-06,3.93006569981243,0.341361860526772
2.23805555555571E-06,3.93360234984244,0.344916589179193
2.86805555555587E-06,3.93360234984244,0.348471317831613
3.4980555555556E-06,3.93360234984244,0.355580775136453
4.12805555555576E-06,3.93713899987245,0.362690232441294
4.75805555555592E-06,3.94067564990245,0.362690232441294
5.38805555555565E-06,3.94421229993246,0.369799689746134
6.01805555555581E-06,3.94774894996247,0.376909147050975
6.64805555555554E-06,3.95128559999247,0.380463875703395
7.2780555555557E-06,3.95128559999247,0.391128061660656
