V1, Vout
-0.2,2.476
-0.196,2.478
-0.1925,2.482
-0.1885,2.486
-0.185,2.488
-0.181,2.492
-0.1775,2.496
-0.1735,2.498
-0.17,2.502
-0.166,2.506
-0.1625,2.51
-0.1585,2.512
-0.155,2.516
-0.151,2.518
-0.1475,2.522
-0.1435,2.526
-0.14,2.528
-0.136,2.532
-0.1325,2.536
-0.1285,2.538
-0.125,2.542
-0.121,2.546
-0.1175,2.55
-0.1135,2.554
-0.11,2.558
-0.106,2.562
-0.1025,2.564
-0.0985,2.568
-0.095,2.572
-0.091,2.576
-0.0875,2.58
-0.0835,2.584
-0.08,2.588
-0.076,2.592
-0.0725,2.596
-0.0685,2.602
-0.065,2.606
-0.061,2.61
-0.0575,2.614
-0.0535,2.62
-0.05,2.624
-0.046,2.63
-0.0425,2.636
-0.0385,2.642
-0.035,2.648
-0.031,2.654
-0.0275,2.662
-0.0235,2.67
-0.02,2.68
-0.016,2.692
-0.015,2.696
-0.015,2.696
-0.0145,2.698
-0.0145,2.698
-0.0145,2.698
-0.014,2.7
-0.014,2.7
-0.014,2.7
-0.014,2.7
-0.0135,2.702
-0.0135,2.702
-0.0135,2.702
-0.013,2.704
-0.013,2.704
-0.013,2.704
-0.0125,2.706
-0.0125,2.706
-0.0125,2.706
-0.0125,2.706
-0.012,2.708
-0.012,2.708
-0.012,2.708
-0.0115,2.712
-0.0115,2.712
-0.0115,2.71
-0.011,2.714
-0.011,2.714
-0.011,2.714
-0.011,2.714
-0.0105,2.716
-0.0105,2.716
-0.0105,2.716
-0.01,2.72
-0.01,2.72
-0.01,2.72
-0.0095,2.724
-0.0095,2.724
-0.0095,2.724
-0.0095,2.724
-0.009,2.728
-0.009,2.728
-0.009,2.728
-0.0085,2.73
-0.0085,2.73
-0.0085,2.732
-0.008,2.736
-0.008,2.736
-0.008,2.736
-0.008,2.736
-0.0075,2.742
-0.0075,2.742
-0.0075,2.742
-0.007,2.748
-0.007,2.748
-0.007,2.748
-0.0065,2.756
-0.0065,2.756
-0.0065,2.756
-0.0065,2.756
-0.006,2.764
-0.006,2.764
-0.006,2.766
-0.0055,2.778
-0.0055,2.778
-0.0055,2.778
-0.005,2.796
-0.005,2.796
-0.005,2.796
-0.0045,2.826
-0.0045,2.824
-0.0045,2.82
-0.0045,2.816
-0.004,2.86
-0.004,2.866
-0.004,2.866
-0.0035,2.938
-0.0035,2.936
