V_DS, I_channel
0.0,-1.47e-06
0.0335,7.24e-06
0.0665,1.403e-05
0.1,1.919e-05
0.1335,2.31e-05
0.1665,2.54e-05
0.2,2.67e-05
0.2335,2.74e-05
0.2665,2.77e-05
0.3,2.79e-05
0.3335,2.8e-05
0.3665,2.81e-05
0.4,2.81e-05
0.4335,2.82e-05
0.4665,2.82e-05
0.5,2.82e-05
0.5335,2.82e-05
0.5665,2.82e-05
0.6,2.83e-05
0.6335,2.83e-05
0.6665,2.83e-05
0.7,2.83e-05
0.7335,2.83e-05
0.7665,2.83e-05
0.8,2.83e-05
0.8335,2.83e-05
0.8665,2.83e-05
0.9,2.83e-05
0.9335,2.83e-05
0.9665,2.83e-05
1.0,2.83e-05
1.0335,2.83e-05
1.0665,2.83e-05
1.1,2.83e-05
1.1335,2.83e-05
1.1665,2.83e-05
1.2,2.83e-05
1.2335,2.83e-05
1.2665,2.83e-05
1.3,2.83e-05
1.3335,2.83e-05
1.3665,2.83e-05
1.4,2.83e-05
1.4335,2.83e-05
1.4665,2.83e-05
1.5,2.83e-05
1.5335,2.83e-05
1.5665,2.83e-05
1.6,2.83e-05
1.6335,2.83e-05
1.6665,2.83e-05
1.7,2.84e-05
1.7335,2.83e-05
1.7665,2.83e-05
1.8,2.84e-05
1.8335,2.84e-05
1.8665,2.84e-05
1.9,2.84e-05
1.9335,2.84e-05
1.9665,2.84e-05
2.0,2.84e-05
2.033,2.84e-05
2.067,2.84e-05
2.1,2.84e-05
2.133,2.84e-05
2.167,2.84e-05
2.2,2.84e-05
2.233,2.84e-05
2.267,2.84e-05
2.3,2.84e-05
2.333,2.84e-05
2.367,2.84e-05
2.4,2.84e-05
2.433,2.84e-05
2.467,2.84e-05
2.5,2.84e-05
2.533,2.84e-05
2.567,2.84e-05
2.6,2.84e-05
2.633,2.84e-05
2.667,2.84e-05
2.7,2.84e-05
2.733,2.84e-05
2.767,2.84e-05
2.8,2.84e-05
2.833,2.84e-05
2.867,2.84e-05
2.9,2.84e-05
2.933,2.84e-05
2.967,2.84e-05
3.0,2.84e-05
3.033,2.84e-05
3.067,2.84e-05
3.1,2.84e-05
3.133,2.84e-05
3.167,2.84e-05
3.2,2.85e-05
3.233,2.85e-05
3.267,2.85e-05
3.3,2.85e-05
3.333,2.85e-05
3.367,2.85e-05
3.4,2.85e-05
3.433,2.85e-05
3.467,2.85e-05
3.5,2.85e-05
3.533,2.85e-05
3.567,2.85e-05
3.6,2.85e-05
3.633,2.85e-05
3.667,2.85e-05
3.7,2.85e-05
3.733,2.85e-05
3.767,2.85e-05
3.8,2.85e-05
3.833,2.85e-05
3.867,2.85e-05
3.9,2.85e-05
3.933,2.85e-05
3.967,2.85e-05
4.0,2.85e-05
4.0325,2.86e-05
4.0675,2.86e-05
4.1,2.86e-05
4.1325,2.86e-05
4.1675,2.86e-05
4.2,2.86e-05
4.2325,2.86e-05
4.2675,2.86e-05
4.3,2.86e-05
4.3325,2.86e-05
4.3675,2.86e-05
4.4,2.86e-05
4.4325,2.86e-05
4.4675,2.86e-05
4.5,2.86e-05
4.5325,2.86e-05
4.5675,2.86e-05
4.6,2.86e-05
4.6325,2.86e-05
4.6675,2.87e-05
4.7,2.87e-05
4.7325,2.87e-05
4.7675,2.87e-05
4.8,2.87e-05
4.8325,2.87e-05
4.8675,2.87e-05
4.9,2.87e-05
4.9325,2.87e-05
4.9675,2.87e-05
5.0,2.87e-05
