V_DS, I_channel
0.0,-9.05e-07
0.0335,2.061e-06
0.0665,7.14e-06
0.1,9.02e-06
0.1335,9.99e-06
0.1665,1.042e-05
0.2,1.061e-05
0.2335,1.07e-05
0.2665,1.075e-05
0.3,1.078e-05
0.3335,1.08e-05
0.3665,1.082e-05
0.4,1.084e-05
0.4335,1.085e-05
0.4665,1.087e-05
0.5,1.088e-05
0.5335,1.088e-05
0.5665,1.089e-05
0.6,1.089e-05
0.6335,1.09e-05
0.6665,1.09e-05
0.7,1.09e-05
0.7335,1.091e-05
0.7665,1.091e-05
0.8,1.091e-05
0.8335,1.091e-05
0.8665,1.091e-05
0.9,1.091e-05
0.9335,1.091e-05
0.9665,1.091e-05
1.0,1.091e-05
1.0335,1.092e-05
1.0665,1.092e-05
1.1,1.092e-05
1.1335,1.092e-05
1.1665,1.092e-05
1.2,1.092e-05
1.2335,1.092e-05
1.2665,1.092e-05
1.3,1.092e-05
1.3335,1.093e-05
1.3665,1.093e-05
1.4,1.093e-05
1.4335,1.093e-05
1.4665,1.093e-05
1.5,1.093e-05
1.5335,1.094e-05
1.5665,1.094e-05
1.6,1.094e-05
1.6335,1.094e-05
1.6665,1.094e-05
1.7,1.094e-05
1.7335,1.095e-05
1.7665,1.095e-05
1.8,1.095e-05
1.8335,1.095e-05
1.8665,1.095e-05
1.9,1.096e-05
1.9335,1.096e-05
1.9665,1.096e-05
2.0,1.096e-05
2.033,1.096e-05
2.067,1.096e-05
2.1,1.097e-05
2.133,1.097e-05
2.167,1.097e-05
2.2,1.098e-05
2.233,1.098e-05
2.267,1.098e-05
2.3,1.099e-05
2.333,1.099e-05
2.367,1.099e-05
2.4,1.099e-05
2.433,1.1e-05
2.467,1.1e-05
2.5,1.1e-05
2.533,1.1e-05
2.567,1.1e-05
2.6,1.1e-05
2.633,1.101e-05
2.667,1.101e-05
2.7,1.102e-05
2.733,1.102e-05
2.767,1.102e-05
2.8,1.102e-05
2.833,1.103e-05
2.867,1.103e-05
2.9,1.103e-05
2.933,1.104e-05
2.967,1.104e-05
3.0,1.105e-05
3.033,1.105e-05
3.067,1.105e-05
3.1,1.106e-05
3.133,1.106e-05
3.167,1.107e-05
3.2,1.107e-05
3.233,1.107e-05
3.267,1.107e-05
3.3,1.108e-05
3.333,1.108e-05
3.367,1.109e-05
3.4,1.109e-05
3.433,1.109e-05
3.467,1.11e-05
3.5,1.11e-05
3.533,1.111e-05
3.567,1.111e-05
3.6,1.112e-05
3.633,1.112e-05
3.667,1.112e-05
3.7,1.112e-05
3.733,1.113e-05
3.767,1.114e-05
3.8,1.114e-05
3.833,1.114e-05
3.867,1.116e-05
3.9,1.116e-05
3.933,1.117e-05
3.967,1.117e-05
4.0,1.118e-05
4.0325,1.117e-05
4.0675,1.119e-05
4.1,1.119e-05
4.1325,1.119e-05
4.1675,1.12e-05
4.2,1.12e-05
4.2325,1.121e-05
4.2675,1.122e-05
4.3,1.122e-05
4.3325,1.123e-05
4.3675,1.124e-05
4.4,1.124e-05
4.4325,1.125e-05
4.4675,1.126e-05
4.5,1.126e-05
4.5325,1.127e-05
4.5675,1.128e-05
4.6,1.129e-05
4.6325,1.129e-05
4.6675,1.13e-05
4.7,1.13e-05
4.7325,1.131e-05
4.7675,1.131e-05
4.8,1.133e-05
4.8325,1.133e-05
4.8675,1.134e-05
4.9,1.135e-05
4.9325,1.135e-05
4.9675,1.136e-05
5.0,1.137e-05
